id,name,armor_type,gender,hunter_type,hunter_rank,village_rank,rarity,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,num_slots,skill_1,skill_1_points,skill_2,skill_2_points,skill_3,skill_3_points,skill_4,skill_4_points,skill_5,skill_5_points,price,a_recipe_item_1,a_recipe_item_1_qty,a_recipe_item_2,a_recipe_item_2_qty,a_recipe_item_3,a_recipe_item_3_qty,a_recipe_item_4,a_recipe_item_4_qty,b_recipe_item_1,b_recipe_item_1_qty,b_recipe_item_2,b_recipe_item_2_qty
205,Battle Leggings U,LEGS,Male/Female,Gunner,4,7,7,24,58,4,0,0,0,2,3,Reload,2,Defense,1,All Resist,-2,,,,,7500,Bulldrome Hide+,3,Genprey Hide+,3,Blango Pelt+,3,Carbalite Ore,4,,,,
206,Giaprey Greaves U,LEGS,Male/Female,Blademaster,4,7,7,44,108,0,1,1,3,-1,2,Snow Res,3,Evade,2,Fire Res,-2,,,,,7500,Giaprey Scale+,3,Giaprey Hide+,5,Blk Gravios Shl,2,King Scarab,3,,,,
207,Giaprey Leggings U,LEGS,Male/Female,Gunner,4,7,7,24,58,1,3,3,4,0,2,Snow Res,3,Evade,2,Fire Res,-2,,,,,7500,Giaprey Scale+,3,Giaprey Hide+,5,Blk Gravios Shl,2,King Scarab,3,,,,
208,Vespoid Greaves U,LEGS,Male/Female,Blademaster,4,7,7,48,108,-6,-5,2,-4,2,3,Sleep,2,Spc Attack,2,Water Res,-1,,,,,7800,Vespoid InnrWng,2,Vespoid Carapace,3,Rainbow Insect,2,Hercudrome,4,,,,
209,Vespoid Leggings U,LEGS,Male/Female,Gunner,4,7,7,24,58,-5,-4,5,-3,2,2,Sleep,4,Spc Attack,2,Water Res,-1,,,,,7800,Vespoid InnrWng,2,Vespoid Carapace,3,Rainbow Insect,2,Hercudrome,4,,,,
210,Hi-Metal Greaves U,LEGS,Male/Female,Blademaster,4,7,7,48,108,-2,-2,3,-1,0,2,Protection,2,ElementAtk,3,Stamina,-2,,,,,7800,Carbalite Ore,4,Firecell Stone,1,Dragonite Ore,5,Remobra Skin,2,,,,
211,Hi-Metal Leggings U,LEGS,Male/Female,Gunner,4,7,7,24,58,0,0,5,0,0,2,Protection,2,ElementAtk,3,Stamina,-2,,,,,7800,Carbalite Ore,4,Firecell Stone,1,Dragonite Ore,5,Remobra Skin,2,,,,
212,Hornet Greaves U,LEGS,Male/Female,Blademaster,4,7,7,50,108,-6,-1,-5,-5,2,2,Gathering,2,HearProtct,3,Protection,-2,,,,,8800,HornetaurInnrWng,2,Hornetaur Crapce,3,Rainbow Insect,2,Carbalite Ore,2,,,,
213,Hornet Leggings U,LEGS,Male/Female,Gunner,4,7,7,24,58,-5,2,-3,-4,3,2,Gathering,2,HearProtct,3,Protection,-2,,,,,8800,HornetaurInnrWng,2,Hornetaur Crapce,3,Rainbow Insect,2,Carbalite Ore,2,,,,
214,Genprey Greaves U,LEGS,Male/Female,Blademaster,4,7,7,50,108,2,-2,3,-2,-1,2,Paralysis,3,Fate,2,Ice Res,-2,,,,,8800,Genprey Scale+,4,Rainbow Insect,3,Small Goldenfish,6,King Scarab,6,,,,
215,Genprey Leggings U,LEGS,Male/Female,Gunner,4,7,7,24,58,4,0,5,0,0,2,Paralysis,3,Fate,2,Ice Res,-2,,,,,8800,Genprey Scale+,4,Rainbow Insect,3,Small Goldenfish,6,King Scarab,6,,,,
216,Ioprey Greaves U,LEGS,Male/Female,Blademaster,5,7,7,50,108,3,2,-2,1,-1,2,Poison,3,Recovery,2,ThunderRes,-2,,,,,8950,Ioprey Scale+,3,Rainbow Insect,2,Ioprey Hide+,5,Rubbery Hide+,1,,,,
217,Ioprey Leggings U,LEGS,Male/Female,Gunner,5,7,7,26,58,4,3,0,2,0,2,Poison,3,Recovery,2,ThunderRes,-2,,,,,8950,Ioprey Scale+,3,Rainbow Insect,2,Ioprey Hide+,5,Rubbery Hide+,1,,,,
218,Kut-Ku Greaves U,LEGS,Male/Female,Blademaster,4,8,7,50,108,2,-2,0,-2,-1,3,Expert,1,ElementAtk,2,Health,-2,,,,,8950,Long Kut-Ku Ear,1,Blue Kut-Ku Cpc,2,Kut-Ku Webbing,2,Giaprey Hide+,4,,,,
219,Kut-Ku Leggings U,LEGS,Male/Female,Gunner,4,8,7,26,58,5,1,3,-1,0,2,Expert,3,ElementAtk,2,Health,-2,,,,,8950,Long Kut-Ku Ear,1,Blue Kut-Ku Cpc,2,Kut-Ku Webbing,2,Giaprey Hide+,4,,,,
220,Cephalos Greaves U,LEGS,Male/Female,Blademaster,4,7,7,52,108,-3,2,-4,2,0,2,Heat Res,2,Hunger,3,Cold Res,-2,,,,,9000,Coral Cphlos Scl,4,Coral Cphlos Fin,1,Novacrystal,2,Mega Demondrug,2,,,,
221,Cephalos Leggings U,LEGS,Male/Female,Gunner,4,7,7,26,58,-1,5,-2,3,1,2,Heat Res,2,Hunger,3,Cold Res,-2,,,,,9000,Coral Cphlos Scl,4,Coral Cphlos Fin,1,Novacrystal,2,Mega Demondrug,2,,,,
222,Conga Greaves U,LEGS,Male/Female,Blademaster,4,7,7,52,108,-3,2,2,-1,0,2,BombStrUp,2,Potential,3,Hunger,-2,,,,,9000,Congalala Pelt+,3,Remobra Skin,4,Stout Bone,2,Dragonite Ore,4,,,,
223,Conga Leggings U,LEGS,Male/Female,Gunner,4,7,7,26,58,-1,4,4,0,1,2,BombStrUp,2,PelletS Up,3,Hunger,-2,,,,,9000,Congalala Pelt+,3,Remobra Skin,4,Stout Bone,2,Dragonite Ore,4,,,,
224,Gypceros Greaves U,LEGS,Male/Female,Blademaster,5,7,7,52,108,-4,1,4,1,0,2,Faint,4,WindPress,2,Fate,-1,,,,,9000,Pur Gypceros Wng,3,Monster Broth,2,Antiseptic Stone,10,Remobra Skin+,5,,,,
225,Gypceros Leggings U,LEGS,Male/Female,Gunner,5,7,7,26,58,-1,4,6,3,0,2,Faint,4,WindPress,2,Fate,-1,,,,,9000,Pur Gypceros Wng,3,Monster Broth,2,Antiseptic Stone,10,Remobra Skin+,5,,,,
226,Khezu Greaves U,LEGS,Male/Female,Blademaster,5,7,7,54,108,3,-3,4,0,0,2,Recovery,2,Wide Area,4,Rec Speed,-1,,,,,9100,Alluring Webbing,2,Pale Khezu Steak,1,Monster Broth,2,Rare Scarab,3,,,,
227,Khezu Leggings U,LEGS,Male/Female,Gunner,5,7,7,26,58,5,-1,6,1,0,1,Recovery,2,Wide Area,6,Rec Speed,-1,,,,,9100,Alluring Webbing,2,Pale Khezu Steak,1,Monster Broth,2,Rare Scarab,3,,,,
228,Hermitaur Greaves U,LEGS,Male/Female,Blademaster,4,7,7,54,108,-3,3,-4,0,1,3,Defense,1,Guard Up,2,ThunderRes,-2,,,,,9100,Hermitaur Carpce,3,Rainbow Insect,2,Bulldrome Hide+,2,Hercudrome,2,,,,
229,Hermitaur Leggings U,LEGS,Male/Female,Gunner,4,7,7,26,58,-1,5,-2,1,2,2,Defense,3,Guard Up,2,ThunderRes,-2,,,,,9100,Hermitaur Carpce,3,Rainbow Insect,2,Bulldrome Hide+,2,Hercudrome,2,,,,
230,Basarios Greaves U,LEGS,Male/Female,Blademaster,5,7,7,54,108,0,2,2,1,-2,2,Terrain,3,Guard,2,Faint,-2,,,,,9100,Basarios Carpace,3,Carbalite Ore,5,Gendrome Tail,2,Machalite Ore,20,,,,
231,Basarios Leggings U,LEGS,Male/Female,Gunner,5,7,7,26,58,2,4,4,2,0,2,Terrain,2,PierceSAdd,3,Faint,-2,,,,,9100,Basarios Carpace,3,Carbalite Ore,5,Gendrome Tail,2,Machalite Ore,20,,,,
232,Plesioth Greaves U,LEGS,Male/Female,Blademaster,5,8,7,56,108,-4,4,-4,2,0,2,Hunger,3,Everlastng,2,Poison,-2,,,,,9500,Grn Plsioth Scl+,2,Grn Plsioth Fin+,3,Cephalos Scale+,2,Genprey Scale+,5,,,,
233,Plesioth Leggings U,LEGS,Male/Female,Gunner,5,8,7,28,58,-2,6,-2,3,1,2,Hunger,3,Everlastng,2,Poison,-2,,,,,9500,Grn Plsioth Scl+,2,Grn Plsioth Fin+,3,Cephalos Scale+,2,Genprey Scale+,5,,,,
234,Blango Greaves U,LEGS,Male/Female,Blademaster,5,8,7,58,108,-4,2,0,3,1,2,HearProtct,2,Spc Attack,3,Terrain,-2,,,,,9900,Blangonga Pelt+,3,Blango Pelt+,5,Hrd Monster Bone,1,Gendrome Tail,1,,,,
235,Blango Leggings U,LEGS,Male/Female,Gunner,5,8,7,28,58,-3,4,1,5,2,2,HearProtct,2,Spc Attack,3,Terrain,-2,,,,,9900,Blangonga Pelt+,3,Blango Pelt+,5,Hrd Monster Bone,1,Gendrome Tail,1,,,,
236,Ceanataur Greaves U,LEGS,Male/Female,Blademaster,5,8,7,59,109,1,2,-1,-1,0,2,Sharpness,2,Expert,2,Health,-3,,,,,10050,Ceanataur Carpce,2,Ceanataur Leg,3,Hrd Monster Bone,1,Rainbow Ore,3,,,,
237,Ceanataur Leggings U,LEGS,Male/Female,Gunner,5,8,7,28,58,2,4,0,0,2,2,Reload,2,Expert,2,Health,-3,,,,,10050,Ceanataur Carpce,2,Ceanataur Leg,3,Hrd Monster Bone,1,Rainbow Ore,3,,,,
238,Diablo Greaves U,LEGS,Male/Female,Blademaster,6,9,7,62,110,3,-1,1,-2,0,2,WindPress,3,Sharpness,2,Defense,-2,,,,,10750,Black Blos Cpc,3,Blk Blos Thracic,2,Carbalite Ore,4,Union Ore,2,,,,
239,Diablo Leggings U,LEGS,Male/Female,Gunner,6,9,7,28,60,5,2,4,-1,0,2,WindPress,3,Reload,2,Fate,-2,,,,,10750,Black Blos Cpc,3,Blk Blos Thracic,2,Carbalite Ore,4,Union Ore,2,,,,
240,Gravios Greaves U,LEGS,Male/Female,Blademaster,6,9,7,62,110,2,-2,2,1,0,2,Guard Up,2,Defense,2,Hunger,-3,,,,,10750,Blk Gravios Cpc,2,Blk Gravios Shl,6,Hrd Monster Bone,3,Rubbery Hide+,3,,,,
241,Gravios Leggings U,LEGS,Male/Female,Gunner,6,9,7,28,60,4,1,3,2,0,2,Guard Up,2,Defense,2,Hunger,-3,,,,,10750,Blk Gravios Cpc,2,Blk Gravios Shl,6,Hrd Monster Bone,3,Rubbery Hide+,3,,,,
242,(dummy) Famitsu Cloth Wrap S,LEGS,Male,Blademaster/Gunner,6,10,8,30,58,4,4,4,4,4,2,Protection,5,Antiseptic,2,,,,,,,3750,(dummy) Famitsu PT Tckt,5,Akantor Shell,1,Commendation,1,ShakaInheritance,1,,,,
243,(dummy) Famitsu Shorts S,LEGS,Female,Blademaster/Gunner,6,10,8,30,58,4,4,4,4,4,2,Protection,5,Antiseptic,2,,,,,,,3750,(dummy) Famitsu PT Tckt,5,Akantor Shell,1,Commendation,1,ShakaInheritance,1,,,,
244,Black Belt Greaves S,LEGS,Male/Female,Blademaster/Gunner,4,8,8,30,58,3,3,3,3,3,2,Artisan,2,Capacity,2,Cooking,1,Map,-2,,,5250,Rare Scarab,4,Expert Ticket,6,Diablos Coin,12,Cephadrome Coin,10,,,,
245,ShinobiBoots(Heaven),LEGS,Male/Female,Blademaster/Gunner,6,10,8,30,58,2,-6,4,-3,2,2,Evade,3,ElementAtk,2,Cold Res,-2,,,,,16000,Fatalis Webbing,1,Commendation,1,Pokke Ticket,1,Pnk Rathian Scl+,5,,,,
246,Shinobi Boots(Earth),LEGS,Male/Female,Blademaster/Gunner,6,10,8,30,58,2,-6,4,-3,2,3,Hunger,2,Sneak,2,Heat Res,-1,,,,,16000,Fatalis Webbing,1,Commendation,1,Pokke Ticket,1,Pnk Rathian Scl+,5,,,,
247,Red GuildGuard Boots,LEGS,Male,,5,7,8,30,58,0,0,0,0,0,1,Whim,3,Fate,2,Backpackng,2,Protection,-2,,,16000,Firecell Stone,1,FlynMealPassPlus,1,Commendation,1,Pale Khezu Steak,2,,,,
248,Red GuildGuard Boots,LEGS,Female,Blademaster/Gunner,5,7,8,30,58,0,0,0,0,0,1,Whim,3,Fate,2,Backpackng,2,Protection,-2,,,16000,Firecell Stone,1,FlynMealPassPlus,1,Commendation,1,Pale Khezu Steak,2,,,,
249,RedGuildGuard Tights,LEGS,Male,,5,8,8,30,58,0,0,0,0,0,1,PelletSAdd,3,PelletS Up,2,Backpackng,2,Protection,-2,,,16000,Firecell Stone,1,FlynMealPassPlus,1,Commendation,1,Kirin Thndr Tail,4,,,,
250,RedGuildGuard Tights,LEGS,Female,Blademaster/Gunner,6,9,8,30,58,0,0,0,0,0,1,PelletSAdd,3,PelletS Up,2,Backpackng,2,Protection,-2,,,16000,Firecell Stone,1,FlynMealPassPlus,1,Commendation,1,Kirin Thndr Tail,4,,,,
251,BlueGuildGuard Boots,LEGS,Male,,5,7,8,30,58,0,0,0,0,0,1,Carving,4,Protection,2,Fate,-3,,,,,16000,Novacrystal,2,Pokke Ticket,2,Commendation,1,Azure LaoS Shell,4,,,,
252,BlueGuildGuard Boots,LEGS,Female,Blademaster/Gunner,5,7,8,30,58,0,0,0,0,0,1,Carving,4,Protection,2,Fate,-3,,,,,16000,Novacrystal,2,Pokke Ticket,2,Commendation,1,Azure LaoS Shell,4,,,,
253,BlueGuildGuardTights,LEGS,Male,,5,8,8,30,58,0,0,0,0,0,1,Carving,4,NormalS Up,2,Fate,-3,,,,,16000,Novacrystal,2,Pokke Ticket,2,Commendation,1,Blk Gravios Cpc,4,,,,
254,BlueGuildGuardTights,LEGS,Female,Blademaster/Gunner,6,9,8,30,58,0,0,0,0,0,1,Carving,4,NormalS Up,2,Fate,-3,,,,,16000,Novacrystal,2,Pokke Ticket,2,Commendation,1,Blk Gravios Cpc,4,,,,
255,(dummy) Diasorte Greaves,LEGS,Male/Female,Blademaster,6,9,8,40,110,3,-1,1,-2,0,1,PsychicVis,4,ShortCharg,2,Stamina,1,Constitutn,-2,,,5800,(dummy) Dengeki Maoh Tkt,1,Diablos Carapace,3,Diablos Thoracic,2,Union Ore,2,,,,
256,(dummy) Diasorte Leggings,LEGS,Male/Female,Gunner,6,9,8,20,60,5,2,4,-1,0,1,PsychicVis,3,ShortCharg,3,Constitutn,-3,,,,,5800,(dummy) Dengeki Maoh Tkt,1,Diablos Carapace,3,Diablos Thoracic,2,Union Ore,2,,,,
257,(dummy) Pirate J Boots,LEGS,Male/Female,Blademaster,6,10,8,48,114,0,0,0,0,0,0,Carving,4,Fate,2,Protection,-2,BombStrUp,3,,,13500,(dummy) Pirate J Ticket,1,Teostra Carapace,2,Small Goldenfish,2,Remobra Skin+,3,,,,
258,(dummy) Pirate J Pants,LEGS,Male/Female,Gunner,6,10,8,24,62,0,0,0,0,0,0,Carving,4,Fate,2,Protection,-2,BombStrUp,3,,,13500,(dummy) Pirate J Ticket,1,Teostra Carapace,2,Small Goldenfish,2,Remobra Skin+,3,,,,
259,Golden Hakama,LEGS,Male/Female,Blademaster,6,9,8,55,109,3,2,2,-2,3,1,Potential,3,Artisan,2,Horn,2,Sneak,-2,,,15500,Rajang Horn,2,Gld Rathian Scl+,1,Blk Rajang Pelt,2,,,,,,
260,Puppet Master Socks,LEGS,Male/Female,Gunner,6,8,8,28,60,4,3,3,-1,4,1,Potential,3,Gunnery,3,Sneak,2,Precision,-1,,,15500,Rajang Horn,2,Blk Rajang Pelt,2,DaoraDragonScal+,2,Remobra Skin+,2,,,,
261,Obituary Gamba S,LEGS,Male,Blademaster,4,8,8,56,108,3,-5,3,-4,2,2,Evade,3,Spc Attack,2,Cold Res,-2,,,,,9100,Rare Scarab,3,Great Hornfly,2,Monster Broth,4,FireWyvern Fluid,6,,,,
262,Butterfly Gamba S,LEGS,Female,Blademaster,4,8,8,56,108,3,-5,3,-4,2,2,Evade,3,Spc Attack,2,Cold Res,-2,,,,,9100,Rare Scarab,3,Great Hornfly,2,Monster Broth,4,FireWyvern Fluid,6,,,,
263,Obituary Femur S,LEGS,Male,Gunner,4,8,8,28,58,4,-4,5,-3,2,2,Evade,3,Spc Attack,2,Cold Res,-2,,,,,9100,Rare Scarab,3,Great Hornfly,2,Monster Broth,4,FireWyvern Fluid,6,,,,
264,Butterfly Femur S,LEGS,Female,Gunner,4,8,8,28,58,4,-4,5,-3,2,2,Evade,3,Spc Attack,2,Cold Res,-2,,,,,9100,Rare Scarab,3,Great Hornfly,2,Monster Broth,4,FireWyvern Fluid,6,,,,
265,Death Stench Heel S,LEGS,Male/Female,Blademaster,4,7,8,64,110,2,1,1,-1,0,2,Fencing,2,Spc Attack,2,Health,-3,,,,,10750,Sinister Cloth,2,Stout Bone,4,Striped Skin,2,Eldr Dragon Bone,3,,,,
266,Death Stench March S,LEGS,Male/Female,Gunner,4,7,8,30,60,3,2,2,0,1,2,AutoReload,2,Spc Attack,2,Health,-3,,,,,10750,Sinister Cloth,2,Stout Bone,4,Striped Skin,2,Eldr Dragon Bone,3,,,,
267,SupremeMizuhaLegWrap,LEGS,Male/Female,Blademaster,6,9,8,64,110,-4,3,0,4,-1,1,WindPress,5,HearProtct,2,Terrain,-2,,,,,14000,Chameleos Hide+,2,ChameleosWebbing,1,Khezu Hide - Tan,2,Union Ore,5,,,,
268,SprmExtrvgntTrousers,LEGS,Male/Female,Gunner,6,9,8,30,60,-3,4,1,5,0,1,WindPress,5,HearProtct,2,Terrain,-2,,,,,14000,Chameleos Hide+,2,ChameleosWebbing,1,Alluring Webbing,2,Union Ore,5,,,,
269,Kushala Crus S,LEGS,Male/Female,Blademaster,6,8,8,66,110,0,2,-2,4,-3,1,ShortCharg,2,Terrain,4,Poison,-3,,,,,16000,Daora Carapace,3,DaoraDragonScal+,4,Daora Sharp Claw,1,Union Ore,3,,,,
270,Kushala Shank S,LEGS,Male/Female,Gunner,6,8,8,32,60,2,3,-2,5,-2,1,ShortCharg,2,Terrain,4,Poison,-3,,,,,16000,Daora Carapace,3,DaoraDragonScal+,4,Daora Sharp Claw,1,Union Ore,3,,,,
271,Kirin Leg Guards S,LEGS,Male/Female,Blademaster,5,9,8,66,110,0,2,4,0,-1,1,All Resist,5,ElementAtk,2,Everlastng,-2,,,,,16000,Kirin Hide+,1,Kirin Hide,3,Rubbery Hide+,2,Thunder Sac,3,,,,
272,Kirin Boots S,LEGS,Male/Female,Gunner,5,9,8,32,60,1,4,6,1,0,1,All Resist,5,ElementAtk,2,Everlastng,-2,,,,,16000,Kirin Hide+,1,Kirin Hide,3,Rubbery Hide+,2,Thunder Sac,3,,,,
273,Auroros Pants Haku,LEGS,Male,Blademaster,6,9,8,66,112,-2,2,0,2,-4,2,Rec Speed,2,Guard,2,Guard Up,2,Faint,-1,,,16000,Lao-Shan Scale+,5,Fire Drgn Scl+,2,Rathian Ruby,1,Commendation,3,,,,
274,Borealis Pants Haku,LEGS,Female,Blademaster,6,9,8,66,112,-2,2,0,2,-4,2,Rec Speed,2,Guard,2,Guard Up,2,Faint,-1,,,16000,Lao-Shan Scale+,5,Fire Drgn Scl+,2,Rathian Ruby,1,Commendation,3,,,,
275,Genesis Pants Haku,LEGS,Male,Gunner,6,9,8,32,60,1,3,2,3,-2,2,Rec Speed,2,Reload,4,Faint,-1,,,,,16000,Lao-Shan Scale+,5,Fire Drgn Scl+,2,Rathian Ruby,1,Commendation,3,,,,
276,Glyph Pants Haku,LEGS,Female,Gunner,6,9,8,32,60,1,3,2,3,-2,2,Rec Speed,2,Reload,4,Faint,-1,,,,,16000,Lao-Shan Scale+,5,Fire Drgn Scl+,2,Rathian Ruby,1,Commendation,3,,,,
277,UltimateIndraLggings,LEGS,Male/Female,Blademaster,6,9,8,70,114,-2,3,2,2,-2,1,Guard,5,Quake Res,2,Cooking,-2,,,,,21000,Gaoren Carapace,2,Gaoren Thoracic,1,DaoraDragonScal+,2,Rare Scarab,3,,,,
278,SupremSteadfastBoots,LEGS,Male/Female,Gunner,6,9,8,34,62,0,5,3,3,-1,1,Recoil,4,Quake Res,2,Cooking,-2,Fate,1,,,21000,Gaoren Carapace,2,Gaoren Thoracic,1,DaoraDragonScal+,2,Rare Scarab,3,,,,
279,Kaiser Greaves S,LEGS,Male/Female,Blademaster,6,9,8,70,114,5,-1,0,0,-2,1,Fatigue,2,Expert,5,Cold Res,-2,,,,,21000,Teostra Carapace,4,Fire Dragon Pwdr,2,Firecell Stone,2,ElderDragonBlood,3,,,,
280,Kaiser Leggings S,LEGS,Male/Female,Gunner,6,9,8,34,62,6,1,2,0,-1,1,Fatigue,2,Expert,5,Cold Res,-2,,,,,21000,Teostra Carapace,4,Fire Dragon Pwdr,2,Firecell Stone,2,ElderDragonBlood,3,,,,
281,Dragonfeet S,LEGS,Male/Female,Blademaster,6,10,8,70,114,0,2,2,2,-5,1,Sharpness,1,Fencing,3,Protection,-3,Expert,-2,,,22222,Fatalis Scale,3,Fatalis Shell,2,Fatalis Webbing,1,Rathian Plate,3,,,,
282,Dragonlegs S,LEGS,Male/Female,Gunner,6,10,8,34,62,2,4,4,3,-2,1,AutoReload,1,NormalS Up,3,Protection,-3,Expert,-2,,,22222,Fatalis Scale,3,Fatalis Shell,2,Fatalis Webbing,1,Rathian Plate,3,,,,
283,Dark Akantor Hessian,LEGS,Male/Female,Blademaster,6,9,8,70,114,2,3,-1,4,-4,1,Artisan,2,Expert,4,HearProtct,1,ShortCharg,-2,,,21000,Akantor Claw,2,Akantor Shell,2,Akantor Scale,3,FireWyvrn BrnStm,5,,,,
284,Dark Akantor Boots,LEGS,Male/Female,Gunner,6,9,8,34,62,3,4,0,5,-2,1,Capacity,2,Expert,4,HearProtct,1,ShortCharg,-2,,,21000,Akantor Claw,2,Akantor Shell,2,Akantor Scale,3,FireWyvrn BrnStm,5,,,,
285,Shinobi Boots (Sky),LEGS,Male/Female,Blademaster/Gunner,6,10,8,28,58,2,-6,4,-3,2,2,Evade,3,Spc Attack,2,Cold Res,-2,,,,,16000,Fatalis Webbing,1,Commendation,1,Rainbow Ore,2,Pnk Rathian Cpc,3,,,,
286,Shinobi Boots (Sea),LEGS,Male/Female,Blademaster/Gunner,6,10,8,28,58,2,-6,4,-3,2,3,Hunger,2,Wide Area,2,Sneak,-1,,,,,16000,Fatalis Webbing,1,Commendation,1,Rainbow Ore,2,Pnk Rathian Cpc,3,,,,
287,Guardian Boots U,LEGS,Male,Blademaster/Gunner,4,7,8,28,58,0,0,0,0,0,2,Protection,2,Gunnery,4,Stamina,-1,,,,,16000,Union Ore,3,Great Ladybug,4,Expert Ticket,2,Fire Coin,3,,,,
288,Helper Socks U,LEGS,Female,Blademaster/Gunner,4,7,8,28,58,0,0,0,0,0,2,Protection,2,Gunnery,4,Stamina,-1,,,,,16000,Union Ore,3,Great Ladybug,4,Expert Ticket,2,Fire Coin,3,,,,
289,Guardian Pants U,LEGS,Male,Blademaster/Gunner,4,7,8,28,58,0,0,0,0,0,3,Protection,2,Wide Area,2,Sneak,-1,,,,,16000,Union Ore,3,Great Ladybug,4,Expert Ticket,2,Kirin Coin,3,,,,
290,Healer Socks U,LEGS,Female,Blademaster/Gunner,4,7,8,28,58,0,0,0,0,0,3,Protection,2,Wide Area,2,Sneak,-1,,,,,16000,Union Ore,3,Great Ladybug,4,Expert Ticket,2,Kirin Coin,3,,,,
291,Melahoa Roots U,LEGS,Male/Female,Blademaster,4,7,8,48,108,0,1,1,0,0,2,Gathering,3,HiSpdGathr,2,Recovery,1,Health,-1,,,7800,King Scarab,4,Dosbiscus,4,FlynMealPassPlus,1,Max Potion,2,,,,
292,Melahoa Taproot U,LEGS,Male/Female,Gunner,4,7,8,24,58,0,2,1,0,0,2,Gathering,3,HiSpdGathr,2,Recovery,1,Health,-1,,,7800,King Scarab,4,Dosbiscus,4,FlynMealPassPlus,1,Max Potion,2,,,,
293,Makluva Pants U,LEGS,Male/Female,Blademaster,4,7,8,52,108,0,2,-2,0,0,3,Alchemy,2,MixSucRate,3,,,,,,,9000,Cephalos Scale+,8,Springnight Carp,4,Ancient Fish,1,Book of Combos 1,1,,,,
294,Makluva Leggings U,LEGS,Male/Female,Gunner,4,7,8,26,58,0,3,-1,0,0,2,Alchemy,2,MixSucRate,5,,,,,,,9000,Cephalos Scale+,8,Springnight Carp,4,Ancient Fish,1,Book of Combos 1,1,,,,
295,Monodevil Greaves U,LEGS,Male/Female,Blademaster,10,8,8,58,108,2,-1,-2,-1,-1,2,Artisan,2,Potential,2,Protection,-2,Expert,1,,,9900,WhtMonoblosThora,2,Wht Monoblos Cpc,5,Wht Monoblos Hrn,2,Rare Scarab,3,,,,
296,Monodevil Leggings U,LEGS,Male/Female,Gunner,10,8,8,28,58,4,2,0,0,0,2,Capacity,2,Potential,2,Protection,-2,Expert,1,,,9900,WhtMonoblosThora,2,Wht Monoblos Cpc,5,Wht Monoblos Hrn,2,Rare Scarab,3,,,,
297,RathianHeartGreavesU,LEGS,Male/Female,Blademaster,6,9,8,60,110,2,0,-2,0,-4,2,Recovery,2,Whim,3,Antiseptic,1,Sneak,-1,,,13950,Pnk Rathian Cpc,2,Pnk Rathian Scl+,4,Hrd Monster Bone,3,Novacrystal,1,,,,
298,RthianHeartLeggingsU,LEGS,Male/Female,Gunner,6,9,8,28,60,4,2,0,2,-2,2,Recovery,2,Whim,3,Antiseptic,1,Sneak,-1,,,13950,Pnk Rathian Cpc,2,Pnk Rathian Scl+,4,Hrd Monster Bone,3,Novacrystal,1,,,,
299,RathalosSoulGreavesU,LEGS,Male/Female,Blademaster,6,9,8,62,110,2,-1,2,0,-4,2,Expert,2,HearProtct,3,Health,-2,,,,,14500,Azure Rthlos Cpc,2,Azre Rthlos Scl+,3,Rathalos Ruby,1,Novacrystal,1,,,,
300,RthalosSoulLeggingsU,LEGS,Male/Female,Gunner,6,9,8,28,60,4,2,5,1,-2,2,Expert,2,HearProtct,3,Health,-2,,,,,14500,Azure Rthlos Cpc,2,Azre Rthlos Scl+,3,Rathalos Ruby,1,Novacrystal,1,,,,
301,Golden Moon Greaves,LEGS,Male/Female,Blademaster,6,9,8,62,112,2,0,-2,0,1,2,Health,3,Fate,3,Whim,-1,,,,,15100,Gld Rathian Cpc,3,Gld Rathian Scl+,3,Rathian Plate,1,Rathian Ruby,1,,,,
302,Golden Moon Leggings,LEGS,Male/Female,Gunner,6,9,8,31,61,4,2,0,1,2,2,Health,3,Fate,3,Whim,-1,,,,,15100,Gld Rathian Cpc,3,Gld Rathian Scl+,3,Rathian Plate,1,Rathian Ruby,1,,,,
303,Silver Sol Greaves,LEGS,Male/Female,Blademaster,6,9,8,64,112,2,-1,-1,0,1,2,Attack,3,Fencing,2,Defense,-2,,,,,16000,Slvr Rthlos Cpc,2,Slvr Rthlos Scl+,3,Rathalos Ruby,1,Rare Scarab,3,,,,
304,Silver Sol Leggings,LEGS,Male/Female,Gunner,6,9,8,32,60,4,2,1,1,2,2,Attack,2,PierceS Up,2,Defense,-2,ElementAtk,1,,,16000,Slvr Rthlos Cpc,2,Slvr Rthlos Scl+,3,Rathalos Ruby,1,Rare Scarab,3,,,,
305,Auroros Pants Ten,LEGS,Male,Blademaster,5,9,8,64,112,-2,2,0,2,-4,2,Rec Speed,3,Fencing,2,Faint,-2,,,,,32500,Azure LaoS Shell,5,Lunastra Horn,3,Chameleos Spike,3,Commendation,3,,,,
306,Borealis Pants Ten,LEGS,Female,Blademaster,5,9,8,64,112,-2,2,0,2,-4,2,Rec Speed,3,Fencing,2,Faint,-2,,,,,32500,Azure LaoS Shell,5,Lunastra Horn,3,Chameleos Spike,3,Commendation,3,,,,
307,Genesis Pants Ten,LEGS,Male,Gunner,5,9,8,30,60,1,3,2,3,-2,2,Rec Speed,3,PierceS Up,2,Faint,-2,,,,,32500,Azure LaoS Shell,5,Lunastra Horn,3,Chameleos Spike,3,Commendation,3,,,,
