id,name,armor_type,gender,hunter_type,hunter_rank,village_rank,rarity,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,num_slots,skill_1,skill_1_points,skill_2,skill_2_points,skill_3,skill_3_points,skill_4,skill_4_points,skill_5,skill_5_points,price,a_recipe_item_1,a_recipe_item_1_qty,a_recipe_item_2,a_recipe_item_2_qty,a_recipe_item_3,a_recipe_item_3_qty,a_recipe_item_4,a_recipe_item_4_qty,b_recipe_item_1,b_recipe_item_1_qty,b_recipe_item_2,b_recipe_item_2_qty
208,Genprey Tasset U,WAIST,Male/Female,Blademaster,4,7,7,50,108,2,-2,3,-2,-1,3,Paralysis,1,Fate,2,Ice Res,-2,,,,,8800,Genprey Scale+,6,Rainbow Insect,2,Genprey Hide+,9,Killer Beetle,3,,,,
209,Genprey Coat U,WAIST,Male/Female,Gunner,4,7,7,24,58,4,0,5,0,0,2,Paralysis,3,Fate,2,Ice Res,-2,,,,,8800,Genprey Scale+,6,Rainbow Insect,2,Genprey Hide+,9,Killer Beetle,3,,,,
210,Ioprey Tasset U,WAIST,Male/Female,Blademaster,5,7,7,50,108,3,2,-2,1,-1,3,Poison,1,Recovery,2,ThunderRes,-2,,,,,8950,Ioprey Scale+,6,Rainbow Insect,3,Flabby Hide,3,Rubbery Hide+,2,,,,
211,Ioprey Coat U,WAIST,Male/Female,Gunner,5,7,7,26,58,4,3,0,2,0,2,Poison,3,Recovery,2,ThunderRes,-2,,,,,8950,Ioprey Scale+,6,Rainbow Insect,3,Flabby Hide,3,Rubbery Hide+,2,,,,
212,Kut-Ku Tasset U,WAIST,Male/Female,Blademaster,4,8,7,50,108,2,-2,0,-2,-1,2,Expert,3,ElementAtk,2,Health,-2,,,,,8950,Blue Kut-Ku Scl+,2,Blue Kut-Ku Cpc,3,Bulldrome Hide+,1,Monster Bone+,3,,,,
213,Kut-Ku Coat U,WAIST,Male/Female,Gunner,4,8,7,26,58,5,1,3,-1,0,2,Expert,3,ElementAtk,2,Health,-2,,,,,8950,Blue Kut-Ku Scl+,2,Blue Kut-Ku Cpc,3,Bulldrome Hide+,1,Monster Bone+,3,,,,
214,Cephalos Tasset U,WAIST,Male/Female,Blademaster,4,7,7,52,108,-3,2,-4,2,0,3,Heat Res,2,Hunger,2,Cold Res,-1,,,,,9000,Coral Cphlos Scl,1,Coral Cphlos Fin,4,Machalite Ore,10,Iron Ore,15,,,,
215,Cephalos Coat U,WAIST,Male/Female,Gunner,4,7,7,26,58,-1,5,-2,3,1,2,Heat Res,2,Hunger,4,Cold Res,-1,,,,,9000,Coral Cphlos Scl,1,Coral Cphlos Fin,4,Machalite Ore,10,Iron Ore,15,,,,
216,Conga Tasset U,WAIST,Male/Female,Blademaster,4,7,7,52,108,-3,2,2,-1,0,2,BombStrUp,2,Potential,2,Hunger,-3,,,,,9000,Congalala Pelt+,3,Congalala Fang,3,Remobra Skin,4,Monster Bone+,2,,,,
217,Conga Coat U,WAIST,Male/Female,Gunner,4,7,7,26,58,-1,4,4,0,1,2,BombStrUp,2,PelletS Up,2,Hunger,-3,,,,,9000,Congalala Pelt+,3,Congalala Fang,3,Remobra Skin,4,Monster Bone+,2,,,,
218,Gypceros Tasset U,WAIST,Male/Female,Blademaster,5,7,7,52,108,-4,1,4,1,0,3,Faint,1,WindPress,2,Fate,-2,,,,,9000,Pur Gypceros Wng,3,Monster Broth,2,Antiseptic Stone,8,Rare Scarab,2,,,,
219,Gypceros Coat U,WAIST,Male/Female,Gunner,5,7,7,26,58,-1,4,6,3,0,2,Faint,4,WindPress,2,Fate,-1,,,,,9000,Pur Gypceros Wng,3,Monster Broth,2,Antiseptic Stone,8,Rare Scarab,2,,,,
220,Khezu Tasset U,WAIST,Male/Female,Blademaster,5,7,7,54,108,3,-3,4,0,0,2,Recovery,2,Wide Area,4,Rec Speed,-1,,,,,9100,Alluring Webbing,2,Pale Khezu Steak,1,Monster Bone+,4,Lifepowder,3,,,,
221,Khezu Coat U,WAIST,Male/Female,Gunner,5,7,7,26,58,5,-1,6,1,0,2,Recovery,2,Wide Area,4,Rec Speed,-1,,,,,9100,Alluring Webbing,2,Pale Khezu Steak,1,Monster Bone+,4,Lifepowder,3,,,,
222,Hermitaur Tasset U,WAIST,Male/Female,Blademaster,4,7,7,54,108,-3,3,-4,0,1,2,Defense,2,Guard Up,2,ThunderRes,-3,,,,,9100,Hermitaur Carpce,4,Rainbow Insect,1,Sharp Claw,4,Stout Bone,3,,,,
223,Hermitaur Coat U,WAIST,Male/Female,Gunner,4,7,7,26,58,-1,5,-2,1,2,2,Defense,2,Guard Up,2,ThunderRes,-3,,,,,9100,Hermitaur Carpce,4,Rainbow Insect,1,Sharp Claw,4,Stout Bone,3,,,,
224,Basarios Tasset U,WAIST,Male/Female,Blademaster,5,7,7,54,108,0,2,2,1,-2,2,Terrain,3,Guard,2,Faint,-2,,,,,9100,Basarios Carpace,4,Carbalite Ore,7,Toxin Sac,3,Machalite Ore,20,,,,
225,Basarios Coat U,WAIST,Male/Female,Gunner,5,7,7,26,58,2,4,4,2,0,2,Terrain,2,PierceSAdd,3,Faint,-2,,,,,9100,Basarios Carpace,4,Carbalite Ore,7,Toxin Sac,3,Machalite Ore,20,,,,
226,Blango Tasset U,WAIST,Male/Female,Blademaster,5,8,7,58,108,-4,2,0,3,1,2,HearProtct,2,Spc Attack,3,Terrain,-2,,,,,9900,Blangonga Pelt+,4,Blangonga Whiskr,1,Brute Bone,3,Genprey Hide+,4,,,,
227,Blango Coat U,WAIST,Male/Female,Gunner,5,8,7,28,58,-3,4,1,5,2,2,HearProtct,2,Spc Attack,3,Terrain,-2,,,,,9900,Blangonga Pelt+,4,Blangonga Whiskr,1,Brute Bone,3,Genprey Hide+,4,,,,
228,Ceanataur Tasset U,WAIST,Male/Female,Blademaster,5,8,7,59,109,1,2,-1,-1,0,2,Sharpness,2,Expert,2,Health,-3,,,,,10050,Ceanataur Carpce,3,Ceanataur Shell,4,DaoraDragonScale,3,Rainbow Ore,3,,,,
229,Ceanataur Coat U,WAIST,Male/Female,Gunner,5,8,7,28,58,2,4,0,0,2,2,Reload,2,Expert,2,Health,-3,,,,,10050,Ceanataur Carpce,3,Ceanataur Shell,4,DaoraDragonScale,3,Rainbow Ore,3,,,,
230,Diablo Coil U,WAIST,Male/Female,Blademaster,6,9,7,62,110,3,-1,1,-2,0,2,WindPress,3,Sharpness,2,Defense,-2,,,,,10750,Blk Blos Thracic,2,Black Blos Cpc,2,Remobra Skin+,3,King Scarab,5,,,,
231,Diablo Coat U,WAIST,Male/Female,Gunner,6,9,7,28,60,5,2,4,-1,0,2,WindPress,3,Reload,2,Fate,-2,,,,,10750,Blk Blos Thracic,2,Black Blos Cpc,2,Remobra Skin+,3,King Scarab,5,,,,
232,Gravios Tasset U,WAIST,Male/Female,Blademaster,6,9,7,62,110,2,-2,2,1,0,2,Guard Up,2,Defense,3,Hunger,-2,,,,,10750,Blk Gravios Cpc,1,Blk Gravios Shl,3,Hrd Monster Bone,1,Novacrystal,1,,,,
233,Gravios Coat U,WAIST,Male/Female,Gunner,6,9,7,28,60,4,1,3,2,0,2,Guard Up,2,Defense,3,Hunger,-2,,,,,10750,Blk Gravios Cpc,1,Blk Gravios Shl,3,Hrd Monster Bone,1,Novacrystal,1,,,,
234,Black Belt Tasset S,WAIST,Male/Female,Blademaster/Gunner,4,7,8,30,58,3,3,3,3,3,2,Artisan,2,Capacity,2,Cooking,1,Map,-2,,,5250,Rare Scarab,4,Expert Ticket,6,Gravios Coin,10,Plesioth Coin,12,,,,
235,Shinobi Belt(Heaven),WAIST,Male/Female,Blademaster/Gunner,6,10,8,30,58,2,-6,4,-3,2,2,Evade,3,ElementAtk,2,Cold Res,-2,,,,,16000,Fatalis Webbing,1,Commendation,1,Pokke Ticket,1,Azre Rthlos Scl+,5,,,,
236,Shinobi Belt (Earth),WAIST,Male/Female,Blademaster/Gunner,6,10,8,30,58,2,-6,4,-3,2,2,Hunger,4,Sneak,2,Heat Res,-1,,,,,16000,Fatalis Webbing,1,Commendation,1,Pokke Ticket,1,Azre Rthlos Scl+,5,,,,
237,Red Guild Guard Coil,WAIST,Male,,4,7,8,30,58,0,0,0,0,0,1,Whim,3,Fate,2,Backpackng,2,Protection,-2,,,16000,Firecell Stone,2,FlynMealPassPlus,1,Commendation,1,Monoblos Heart,1,,,,
238,Red Guild Guard Coil,WAIST,Female,Blademaster/Gunner,4,7,8,30,58,0,0,0,0,0,1,Whim,3,Fate,2,Backpackng,2,Protection,-2,,,16000,Firecell Stone,2,FlynMealPassPlus,1,Commendation,1,Monoblos Heart,1,,,,
239,Red Guild Guard Coat,WAIST,Male,,4,7,8,30,58,0,0,0,0,0,1,PelletSAdd,3,PelletS Up,2,Backpackng,2,Protection,-2,,,16000,Firecell Stone,2,FlynMealPassPlus,1,Commendation,1,Monoblos Heart,1,,,,
240,Red Guild Guard Coat,WAIST,Female,Blademaster/Gunner,4,7,8,30,58,0,0,0,0,0,1,PelletSAdd,3,PelletS Up,2,Backpackng,2,Protection,-2,,,16000,Firecell Stone,2,FlynMealPassPlus,1,Commendation,1,Monoblos Heart,1,,,,
241,Blue GuildGuard Coil,WAIST,Male,,4,7,8,30,58,0,0,0,0,0,1,Carving,4,Protection,2,Fate,-3,,,,,16000,Novacrystal,2,Pokke Ticket,2,Commendation,1,Lunastra Shell,4,,,,
242,Blue GuildGuard Coil,WAIST,Female,Blademaster/Gunner,4,7,8,30,58,0,0,0,0,0,1,Carving,4,Protection,2,Fate,-3,,,,,16000,Novacrystal,2,Pokke Ticket,2,Commendation,1,Lunastra Shell,4,,,,
243,Blue GuildGuard Coat,WAIST,Male,,4,7,8,30,58,0,0,0,0,0,1,Carving,4,NormalS Up,2,Fate,-3,,,,,16000,Novacrystal,2,Pokke Ticket,2,Commendation,1,Lunastra Mane,2,,,,
244,Blue GuildGuard Coat,WAIST,Female,Blademaster/Gunner,4,7,8,30,58,0,0,0,0,0,1,Carving,4,NormalS Up,2,Fate,-3,,,,,16000,Novacrystal,2,Pokke Ticket,2,Commendation,1,Lunastra Mane,2,,,,
245,(dummy) Diasorte Coil,WAIST,Male/Female,Blademaster,6,9,8,40,110,3,-1,1,-2,0,1,PsychicVis,4,ShortCharg,2,Stamina,1,Constitutn,-2,,,5800,(dummy) Dengeki Maoh Tkt,1,Diablos Carapace,2,Diablos Thoracic,3,King Scarab,5,,,,
246,(dummy) Diasorte Coat,WAIST,Male/Female,Gunner,6,9,8,20,60,5,2,4,-1,0,2,PsychicVis,1,ShortCharg,2,Stamina,2,Constitutn,-2,,,5800,(dummy) Dengeki Maoh Tkt,1,Diablos Carapace,2,Diablos Thoracic,3,King Scarab,5,,,,
247,(dummy) Pirate J Coil,WAIST,Male/Female,Blademaster,6,10,8,48,114,0,0,0,0,0,0,Carving,4,Fate,2,Protection,-2,BombStrUp,3,,,13500,(dummy) Pirate J Ticket,1,Fire Drgn Scl+,3,Ancient Fish,2,Remobra Skin+,2,,,,
248,(dummy) Pirate J Skirt,WAIST,Male/Female,Gunner,6,10,8,24,62,0,0,0,0,0,0,Carving,4,Fate,2,Protection,-2,BombStrUp,3,,,13500,(dummy) Pirate J Ticket,1,Fire Drgn Scl+,3,Ancient Fish,2,Remobra Skin+,2,,,,
249,Golden Obi,WAIST,Male/Female,Blademaster,6,9,8,55,109,3,2,2,-2,3,1,Potential,3,Artisan,2,Horn,2,Sneak,-2,,,15500,Rajang Horn,1,Gld Rathian Scl+,1,Blk Rajang Pelt,2,,,,,,
250,Puppet Master Obi,WAIST,Male/Female,Gunner,6,8,8,28,60,4,3,3,-1,4,1,Potential,3,Gunnery,3,Sneak,2,Precision,-1,,,15500,Rajang Horn,1,Blk Rajang Pelt,4,DaoraDragonScal+,2,Remobra Skin+,2,,,,
251,Obituary Anca S,WAIST,Male,Blademaster,4,7,8,56,108,3,-5,3,-4,2,2,Evade,3,Spc Attack,2,Cold Res,-2,,,,,9100,Rare Scarab,2,Great Hornfly,3,Toxin Sac,4,Great Ladybug,3,,,,
252,Butterfly Anca S,WAIST,Female,Blademaster,4,7,8,56,108,3,-5,3,-4,2,2,Evade,3,Spc Attack,2,Cold Res,-2,,,,,9100,Rare Scarab,2,Great Hornfly,3,Toxin Sac,4,Great Ladybug,3,,,,
253,Obituary Cocusa S,WAIST,Male,Gunner,4,7,8,28,58,4,-4,5,-3,2,1,Evade,4,Spc Attack,2,Cold Res,-3,,,,,9100,Rare Scarab,2,Great Hornfly,3,Toxin Sac,4,Great Ladybug,3,,,,
254,Butterfly Cocusa S,WAIST,Female,Gunner,4,7,8,28,58,4,-4,5,-3,2,1,Evade,4,Spc Attack,2,Cold Res,-3,,,,,9100,Rare Scarab,2,Great Hornfly,3,Toxin Sac,4,Great Ladybug,3,,,,
255,DeathStench Bowels S,WAIST,Male/Female,Blademaster,4,7,8,64,110,2,1,1,-1,0,2,Fencing,2,Spc Attack,2,Health,-3,,,,,10750,Sinister Cloth,2,Hrd Monster Bone,2,Striped Skin,3,Eldr Dragon Bone,2,,,,
256,Death Stench Belly S,WAIST,Male/Female,Gunner,4,7,8,30,60,3,2,2,0,1,2,AutoReload,2,Spc Attack,2,Health,-3,,,,,10750,Sinister Cloth,2,Hrd Monster Bone,2,Striped Skin,3,Eldr Dragon Bone,2,,,,
257,Supreme Mizuha Sash,WAIST,Male/Female,Blademaster,6,9,8,64,110,-4,3,0,4,-1,2,WindPress,3,HearProtct,2,Terrain,-2,,,,,14000,Chameleos Hide+,2,Chameleos Tail,1,Eldr Dragon Bone,5,Novacrystal,1,,,,
258,SuprmExtravagantCoat,WAIST,Male/Female,Gunner,6,9,8,30,60,-3,4,1,5,0,1,WindPress,5,HearProtct,2,Terrain,-2,,,,,14000,Chameleos Hide+,2,Chameleos Tail,1,Eldr Dragon Bone,5,Novacrystal,1,,,,
259,Kushala Cocoon S,WAIST,Male/Female,Blademaster,6,8,8,66,110,0,2,-2,4,-3,1,ShortCharg,2,Terrain,4,Poison,-3,,,,,16000,Daora Carapace,2,Daora Sharp Claw,2,Daora Webbing,2,Firecell Stone,1,,,,
260,Kushala Wind Wrap S,WAIST,Male/Female,Gunner,6,8,8,32,60,2,3,-2,5,-2,1,ShortCharg,2,Terrain,4,Poison,-3,,,,,16000,Daora Carapace,2,Daora Sharp Claw,2,Daora Webbing,2,Firecell Stone,1,,,,
261,Kirin Hoop S,WAIST,Male/Female,Blademaster,5,9,8,66,110,0,2,4,0,-1,2,All Resist,3,ElementAtk,2,Everlastng,-2,,,,,16000,Kirin Hide+,1,Kirin Hide,3,Kirin Azure Horn,2,Thunder Sac,3,,,,
262,Kirin Shorts S,WAIST,Male/Female,Gunner,5,9,8,32,60,1,4,6,1,0,2,All Resist,3,ElementAtk,2,Everlastng,-2,,,,,16000,Kirin Hide+,1,Kirin Hide,3,Kirin Azure Horn,2,Thunder Sac,3,,,,
263,Auroros Tasset Haku,WAIST,Male,Blademaster,6,8,8,66,112,-2,2,0,2,-4,2,Rec Speed,2,Guard,2,Guard Up,2,Faint,-1,,,16000,Lao-ShanCarapace,4,Daora Sharp Claw,2,Gravios BrainStm,1,Commendation,3,,,,
264,Borealis Tasset Haku,WAIST,Female,Blademaster,6,8,8,66,112,-2,2,0,2,-4,2,Rec Speed,2,Guard,2,Guard Up,2,Faint,-1,,,16000,Lao-ShanCarapace,4,Daora Sharp Claw,2,Gravios BrainStm,1,Commendation,3,,,,
265,Genesis Tasset Haku,WAIST,Male,Gunner,6,8,8,32,60,1,3,2,3,-2,2,Rec Speed,2,Reload,4,Faint,-1,,,,,16000,Lao-ShanCarapace,4,Daora Sharp Claw,2,Gravios BrainStm,1,Commendation,3,,,,
266,Glyph Tasset Haku,WAIST,Female,Gunner,6,8,8,32,60,1,3,2,3,-2,2,Rec Speed,2,Reload,4,Faint,-1,,,,,16000,Lao-ShanCarapace,4,Daora Sharp Claw,2,Gravios BrainStm,1,Commendation,3,,,,
267,Ultimate Indra Wrap,WAIST,Male/Female,Blademaster,6,9,8,70,114,-2,3,2,2,-2,1,Guard,5,Quake Res,2,Cooking,-2,,,,,21000,Gaoren Carapace,2,Gaoren Claw,1,Daora Carapace,1,Rare Scarab,2,,,,
268,SupremeSteadfastCoat,WAIST,Male/Female,Gunner,6,9,8,34,62,0,5,3,3,-1,1,Recoil,4,Quake Res,2,Cooking,-2,Fate,1,,,21000,Gaoren Carapace,2,Gaoren Claw,1,Daora Carapace,1,Rare Scarab,2,,,,
269,Kaiser Tasset S,WAIST,Male/Female,Blademaster,6,9,8,70,114,5,-1,0,0,-2,1,Fatigue,2,Expert,5,Cold Res,-2,,,,,21000,Fire Drgn Scl+,4,Teostra Mane,2,Firecell Stone,2,ElderDragonBlood,3,,,,
270,Kaiser Coat S,WAIST,Male/Female,Gunner,6,9,8,34,62,6,1,2,0,-1,1,Fatigue,2,Expert,5,Cold Res,-2,,,,,21000,Fire Drgn Scl+,4,Teostra Mane,2,Firecell Stone,2,ElderDragonBlood,3,,,,
271,Dragon Spine S,WAIST,Male/Female,Blademaster,6,10,8,70,114,0,2,2,2,-5,1,Sharpness,3,Fencing,1,Protection,-3,Expert,-2,,,22222,Fatalis Shell,3,Fatalis Scale,2,Fatalis Webbing,1,Rathalos Plate,3,,,,
272,Dragon Scales S,WAIST,Male/Female,Gunner,6,10,8,34,62,2,4,4,3,-2,1,AutoReload,3,NormalS Up,1,Protection,-3,Expert,-2,,,22222,Fatalis Shell,3,Fatalis Scale,2,Fatalis Webbing,1,Rathalos Plate,3,,,,
273,DarkAkantor Cincture,WAIST,Male/Female,Blademaster,6,9,8,70,114,2,3,-1,4,-4,2,Artisan,2,Expert,2,HearProtct,1,ShortCharg,-2,,,21000,Akantor Spike,2,Akantor Shell,3,Akantor Scale,2,Gold Rajang Pelt,3,,,,
274,Dark Akantor Sash,WAIST,Male/Female,Gunner,6,9,8,34,62,3,4,0,5,-2,2,Capacity,2,Expert,2,HearProtct,1,ShortCharg,-2,,,21000,Akantor Spike,2,Akantor Shell,3,Akantor Scale,2,Gold Rajang Pelt,3,,,,
275,Bistro Apron U,WAIST,Male/Female,Blademaster/Gunner,5,7,8,28,58,2,2,2,2,2,2,Cooking,2,BBQ,5,,,,,,,3000,Khezu Hide - Tan,3,FlynMealPassPlus,1,Frozen Berry,5,,,,,,
276,Shinobi Belt (Sky),WAIST,Male/Female,Blademaster/Gunner,6,10,8,28,58,2,-6,4,-3,2,2,Evade,3,Spc Attack,2,Cold Res,-2,,,,,16000,Fatalis Webbing,1,Commendation,1,Rainbow Insect,2,Azure Rthlos Cpc,3,,,,
277,Shinobi Belt (Sea),WAIST,Male/Female,Blademaster/Gunner,6,10,8,28,58,2,-6,4,-3,2,2,Hunger,2,Wide Area,3,Sneak,-2,,,,,16000,Fatalis Webbing,1,Commendation,1,Rainbow Insect,2,Azure Rthlos Cpc,3,,,,
278,Guardian Coil U,WAIST,Male,Blademaster/Gunner,4,7,8,28,58,0,0,0,0,0,2,Protection,2,Gunnery,4,Stamina,-1,,,,,16000,Union Ore,3,Great Hornfly,4,Expert Ticket,2,Diablos Coin,3,,,,
279,Helper Skirt U,WAIST,Female,Blademaster/Gunner,4,7,8,28,58,0,0,0,0,0,2,Protection,2,Gunnery,4,Stamina,-1,,,,,16000,Union Ore,3,Great Hornfly,4,Expert Ticket,2,Diablos Coin,3,,,,
280,Guardian Coat U,WAIST,Male,Blademaster/Gunner,4,7,8,28,58,0,0,0,0,0,2,Protection,2,Wide Area,4,Sneak,-1,,,,,16000,Union Ore,3,Great Hornfly,4,Expert Ticket,2,Shogun Coin,3,,,,
281,Healer Frills U,WAIST,Female,Blademaster/Gunner,4,7,8,28,58,0,0,0,0,0,2,Protection,2,Wide Area,4,Sneak,-1,,,,,16000,Union Ore,3,Great Hornfly,4,Expert Ticket,2,Shogun Coin,3,,,,
282,Melahoa Skirt U,WAIST,Male/Female,Blademaster,4,7,8,48,108,0,1,1,0,0,2,Gathering,3,HiSpdGathr,2,Recovery,1,Health,-1,,,7800,King Scarab,4,Dosbiscus,5,FlynMealPassPlus,1,Ancient Potion,1,,,,
283,Melahoa Trunk U,WAIST,Male/Female,Gunner,4,7,8,24,58,0,2,1,0,0,2,Gathering,3,HiSpdGathr,2,Recovery,1,Health,-1,,,7800,King Scarab,4,Dosbiscus,5,FlynMealPassPlus,1,Ancient Potion,1,,,,
284,Makluva Coat U,WAIST,Male/Female,Blademaster,4,7,8,52,108,0,2,-2,0,0,2,Alchemy,2,MixSucRate,4,Fishing,1,,,,,9000,Cephalos Scale+,8,Springnight Carp,5,Small Goldenfish,4,Book of Combos 1,1,,,,
285,Makluva Fin U,WAIST,Male/Female,Gunner,4,7,8,26,58,0,3,-1,0,0,2,Alchemy,2,MixSucRate,4,Fishing,1,,,,,9000,Cephalos Scale+,8,Springnight Carp,5,Small Goldenfish,4,Book of Combos 1,1,,,,
286,Monodevil Coil U,WAIST,Male/Female,Blademaster,10,8,8,58,108,2,-1,-2,-1,-1,2,Artisan,2,Potential,2,Protection,-2,Expert,1,,,9900,WhtMonoblosThora,3,Wht Monoblos Cpc,3,Top-GrdPlatHorn,1,Hrd Monster Bone,4,,,,
287,Monodevil Coat U,WAIST,Male/Female,Gunner,10,8,8,28,58,4,2,0,0,0,2,Capacity,2,Potential,2,Protection,-2,Expert,1,,,9900,WhtMonoblosThora,3,Wht Monoblos Cpc,3,Top-GrdPlatHorn,1,Hrd Monster Bone,4,,,,
288,Rathian Heart Coil U,WAIST,Male/Female,Blademaster,6,9,8,60,110,2,0,-2,0,-4,2,Recovery,2,Whim,3,Antiseptic,1,Sneak,-1,,,13950,Pnk Rathian Scl+,3,Pnk Rathian Cpc,2,Inferno Sac,2,Rathian Ruby,1,,,,
289,Rathian Heart Coat U,WAIST,Male/Female,Gunner,6,9,8,28,60,4,2,0,2,-2,2,Recovery,2,Whim,3,Antiseptic,1,Sneak,-1,,,13950,Pnk Rathian Scl+,3,Pnk Rathian Cpc,2,Inferno Sac,2,Rathian Ruby,1,,,,
290,Rathalos Soul Coil U,WAIST,Male/Female,Blademaster,6,9,8,62,110,2,-1,2,0,-4,2,Expert,2,HearProtct,3,Health,-2,,,,,14500,Azure Rthlos Cpc,2,Azre Rthlos Scl+,4,Carbalite Ore,3,Inferno Sac,2,,,,
291,Rathalos Soul Coat U,WAIST,Male/Female,Gunner,6,9,8,28,60,4,2,5,1,-2,2,Expert,2,HearProtct,3,Health,-2,,,,,14500,Azure Rthlos Cpc,2,Azre Rthlos Scl+,4,Carbalite Ore,3,Inferno Sac,2,,,,
292,Golden Moon Tasset,WAIST,Male/Female,Blademaster,6,9,8,62,112,2,0,-2,0,1,2,Health,3,Fate,3,Whim,-1,,,,,15100,Gld Rathian Scl+,3,Gld Rathian Cpc,4,Rathian Plate,1,Rathian Ruby,1,,,,
293,Golden Moon Coat,WAIST,Male/Female,Gunner,6,9,8,31,61,4,2,0,1,2,2,Health,3,Fate,3,Whim,-1,,,,,15100,Gld Rathian Scl+,3,Gld Rathian Cpc,4,Rathian Plate,1,Rathian Ruby,1,,,,
294,Silver Sol Tasset,WAIST,Male/Female,Blademaster,6,9,8,64,112,2,-1,-1,0,1,2,Attack,3,Fencing,2,Defense,-2,,,,,16000,Slvr Rthlos Cpc,2,Slvr Rthlos Scl+,4,Rathalos Ruby,1,FireWyvrn BrnStm,1,,,,
295,Silver Sol Coat,WAIST,Male/Female,Gunner,6,9,8,32,60,4,2,1,1,2,2,Attack,2,PierceS Up,2,Defense,-2,ElementAtk,1,,,16000,Slvr Rthlos Cpc,2,Slvr Rthlos Scl+,4,Rathalos Ruby,1,FireWyvrn BrnStm,1,,,,
296,Auroros Tasset Ten,WAIST,Male,Blademaster,6,9,8,64,112,-2,2,0,2,-4,2,Rec Speed,3,Fencing,2,Faint,-2,,,,,32500,Azure LaoS Shell,4,Chameleos Hide+,5,Wyvern Stone,4,Commendation,3,,,,
297,Borealis Tasset Ten,WAIST,Female,Blademaster,6,9,8,64,112,-2,2,0,2,-4,2,Rec Speed,3,Fencing,2,Faint,-2,,,,,32500,Azure LaoS Shell,4,Chameleos Hide+,5,Wyvern Stone,4,Commendation,3,,,,
298,Genesis Tasset Ten,WAIST,Male,Gunner,6,9,8,30,60,1,3,2,3,-2,2,Rec Speed,3,PierceS Up,2,Faint,-2,,,,,32500,Azure LaoS Shell,4,Chameleos Hide+,5,Wyvern Stone,4,Commendation,3,,,,
299,Glyph Tasset Ten,WAIST,Female,Gunner,6,9,8,30,60,1,3,2,3,-2,2,Rec Speed,3,PierceS Up,2,Faint,-2,,,,,32500,Azure LaoS Shell,4,Chameleos Hide+,5,Wyvern Stone,4,Commendation,3,,,,
300,Fatalis Spine,WAIST,Male/Female,Blademaster,6,10,8,68,114,0,2,2,2,-5,1,Artisan,2,Stamina,2,Protection,-3,Defense,-2,,,33333,Fatalis CrmsnShl,3,Fatalis CrmsnScl,2,Fatalis CrmsnWng,1,Rathalos Plate,3,,,,
301,Fatalis Scales,WAIST,Male/Female,Gunner,6,10,8,32,62,2,4,4,3,-2,1,Capacity,2,Stamina,2,Protection,-3,Defense,-2,,,33333,Fatalis CrmsnShl,3,Fatalis CrmsnScl,2,Fatalis CrmsnWng,1,Rathalos Plate,3,,,,
302,White Fatalis Spine,WAIST,Male/Female,Blademaster,6,10,8,71,115,0,2,2,2,-5,1,Artisan,2,Fencing,2,Protection,-3,Sharpness,-2,,,44444,Wht Fatalis Shl,3,Wht Fatalis Scl,2,Wht Fatalis Wbng,1,Daora Jewel,1,,,,
303,White Fatalis Scale,WAIST,Male/Female,Gunner,6,10,8,35,63,2,4,4,3,-2,1,Capacity,2,ShortCharg,2,Protection,-3,Stamina,-2,,,44444,Wht Fatalis Shl,3,Wht Fatalis Scl,2,Wht Fatalis Wbng,1,Daora Jewel,1,,,,
304,Kut-Ku Tasset X,WAIST,Male/Female,Blademaster,7,10,9,78,110,2,-2,0,-2,-1,2,Attack,2,Defense,-2,Rec Speed,1,PsychicVis,4,,,12800,Thick Kut-Ku Scl,2,Hvy Kut-Ku Shell,3,RobustWyvernBone,3,,,,,,
305,Kut-Ku Coat X,WAIST,Male/Female,Gunner,7,10,9,38,60,5,1,3,-1,0,2,Attack,2,Defense,-2,Rec Speed,1,PsychicVis,4,,,12800,Thick Kut-Ku Scl,2,Hvy Kut-Ku Shell,3,RobustWyvernBone,3,,,,,,
306,Conga Tasset X,WAIST,Male/Female,Blademaster,7,10,9,80,110,-3,2,2,-1,0,2,Antiseptic,3,Attack,4,Hunger,-2,,,,,13300,HrdCongalalaPlt+,3,Congalala Fang,3,ThkBullfangoPelt,2,Hrd Monster Bone,2,,,,
307,Conga Coat X,WAIST,Male/Female,Gunner,7,10,9,40,60,-1,4,4,0,1,2,Antiseptic,3,PowerCAdd,4,Hunger,-2,,,,,13300,HrdCongalalaPlt+,3,Congalala Fang,3,ThkBullfangoPelt,2,Hrd Monster Bone,2,,,,
308,Gypceros Tasset X,WAIST,Male/Female,Blademaster,7,10,9,80,110,-4,1,4,1,0,2,Poison,2,Carving,4,Recovery,-3,,,,,13300,SpecRubberyHide+,4,Monster Essence,2,Purecrystal,1,Union Ore,4,,,,
309,Gypceros Coat X,WAIST,Male/Female,Gunner,7,10,9,40,60,-1,4,6,3,0,2,PoisonCAdd,2,Carving,4,Recovery,-3,,,,,13300,SpecRubberyHide+,4,Monster Essence,2,Purecrystal,1,Union Ore,4,,,,
310,Khezu Tasset X,WAIST,Male/Female,Blademaster,7,10,9,82,110,-3,3,4,1,0,2,Paralysis,3,Recovery,4,Faint,-2,,,,,13800,KhezuHide-Cream,3,Carbalite Ore,6,King Scarab,8,Thunderbug Jelly,3,,,,
